"","fips","state","county_name","hospitals","population","pred_fit","pred_lwr","pred_upr","pred_status","state_name"
"1","02013","AK","Aleutians East Borough",0,3632,1,0,4,"ok","Alaska"
"2","02016","AK","Aleutians West Census Area",0,5424,1,0,4,"ok","Alaska"
"3","02020","AK","Anchorage Municipality",4,289600,3,0,6,"ok","Alaska"
"4","02050","AK","Bethel Census Area",1,18237,1,0,4,"ok","Alaska"
"5","02060","AK","Bristol Bay Borough",0,884,1,0,4,"ok","Alaska"
"6","02063","AK","Chugach Census Area",2,6604,1,0,4,"ok","Alaska"
"7","02066","AK","Copper River Census Area",0,2631,1,0,4,"ok","Alaska"
"8","02068","AK","Denali Borough",0,1621,1,0,4,"ok","Alaska"
"9","02070","AK","Dillingham Census Area",1,4642,1,0,4,"ok","Alaska"
"10","02090","AK","Fairbanks North Star Borough",2,94951,1,0,4,"ok","Alaska"
"11","02100","AK","Haines Borough",0,2104,1,0,4,"ok","Alaska"
"12","02105","AK","Hoonah-Angoon Census Area",0,2312,1,0,4,"ok","Alaska"
"13","02110","AK","Juneau City and Borough",1,31572,1,0,4,"ok","Alaska"
"14","02122","AK","Kenai Peninsula Borough",3,61259,1,0,4,"ok","Alaska"
"15","02130","AK","Ketchikan Gateway Borough",1,13677,1,0,4,"ok","Alaska"
"16","02150","AK","Kodiak Island Borough",1,12654,1,0,4,"ok","Alaska"
"17","02158","AK","Kusilvak Census Area",0,7946,1,0,4,"ok","Alaska"
"18","02164","AK","Lake and Peninsula Borough",0,1315,1,0,4,"ok","Alaska"
"19","02170","AK","Matanuska-Susitna Borough",1,117613,2,0,4,"ok","Alaska"
"20","02180","AK","Nome Census Area",1,9836,1,0,4,"ok","Alaska"
"21","02185","AK","North Slope Borough",1,10663,1,0,4,"ok","Alaska"
"22","02188","AK","Northwest Arctic Borough",1,7134,1,0,4,"ok","Alaska"
"23","02195","AK","Petersburg Borough",1,3436,1,0,4,"ok","Alaska"
"24","02198","AK","Prince of Wales-Hyder Census Area",0,5746,1,0,4,"ok","Alaska"
"25","02220","AK","Sitka City and Borough",1,8355,1,0,4,"ok","Alaska"
"26","02230","AK","Skagway Municipality",0,1119,1,0,4,"ok","Alaska"
"27","02240","AK","Southeast Fairbanks Census Area",0,7313,1,0,4,"ok","Alaska"
"28","02275","AK","Wrangell City and Borough",1,2064,1,0,4,"ok","Alaska"
"29","02282","AK","Yakutat City and Borough",0,690,1,0,4,"ok","Alaska"
"30","02290","AK","Yukon-Koyukuk Census Area",0,5099,1,0,4,"ok","Alaska"
"31","01001","AL","Autauga County",1,61464,1,0,4,"ok","Alabama"
"32","01003","AL","Baldwin County",3,261608,3,0,5,"ok","Alabama"
"33","01005","AL","Barbour County",1,24358,1,0,4,"ok","Alabama"
"34","01007","AL","Bibb County",1,22258,1,0,4,"ok","Alabama"
"35","01009","AL","Blount County",1,60163,1,0,4,"ok","Alabama"
"36","01011","AL","Bullock County",2,9901,1,0,4,"ok","Alabama"
"37","01013","AL","Butler County",1,18256,1,0,4,"ok","Alabama"
"38","01015","AL","Calhoun County",1,116427,2,0,4,"ok","Alabama"
"39","01017","AL","Chambers County",1,33813,1,0,4,"ok","Alabama"
"40","01019","AL","Cherokee County",1,26138,1,0,4,"ok","Alabama"
"41","01021","AL","Chilton County",1,47262,1,0,4,"ok","Alabama"
"42","01023","AL","Choctaw County",1,12052,1,0,4,"ok","Alabama"
"43","01025","AL","Clarke County",2,22142,1,0,4,"ok","Alabama"
"44","01027","AL","Clay County",1,14239,1,0,4,"ok","Alabama"
"45","01029","AL","Cleburne County",0,15905,1,0,4,"ok","Alabama"
"46","01031","AL","Coffee County",1,56358,1,0,4,"ok","Alabama"
"47","01033","AL","Colbert County",2,58785,1,0,4,"ok","Alabama"
"48","01035","AL","Conecuh County",1,11109,1,0,4,"ok","Alabama"
"49","01037","AL","Coosa County",0,10291,1,0,4,"ok","Alabama"
"50","01039","AL","Covington County",2,37748,1,0,4,"ok","Alabama"
"51","01041","AL","Crenshaw County",2,13114,1,0,4,"ok","Alabama"
"52","01043","AL","Cullman County",1,92604,1,0,4,"ok","Alabama"
"53","01045","AL","Dale County",1,50067,1,0,4,"ok","Alabama"
"54","01047","AL","Dallas County",1,35545,1,0,4,"ok","Alabama"
"55","01049","AL","DeKalb County",1,73122,1,0,4,"ok","Alabama"
"56","01051","AL","Elmore County",2,91042,1,0,4,"ok","Alabama"
"57","01053","AL","Escambia County",2,36630,1,0,4,"ok","Alabama"
"58","01055","AL","Etowah County",2,103207,1,0,4,"ok","Alabama"
"59","01057","AL","Fayette County",2,15863,1,0,4,"ok","Alabama"
"60","01059","AL","Franklin County",2,31874,1,0,4,"ok","Alabama"
"61","01061","AL","Geneva County",2,27259,1,0,4,"ok","Alabama"
"62","01063","AL","Greene County",1,7127,1,0,4,"ok","Alabama"
"63","01065","AL","Hale County",1,15116,1,0,4,"ok","Alabama"
"64","01067","AL","Henry County",0,18141,1,0,4,"ok","Alabama"
"65","01069","AL","Houston County",2,109366,1,0,4,"ok","Alabama"
"66","01071","AL","Jackson County",1,53780,1,0,4,"ok","Alabama"
"67","01073","AL","Jefferson County",10,664744,5,2,8,"above","Alabama"
"68","01075","AL","Lamar County",0,13543,1,0,4,"ok","Alabama"
"69","01077","AL","Lauderdale County",1,97502,1,0,4,"ok","Alabama"
"70","01079","AL","Lawrence County",1,33567,1,0,4,"ok","Alabama"
"71","01081","AL","Lee County",1,187847,2,0,5,"ok","Alabama"
"72","01083","AL","Limestone County",1,118942,2,0,4,"ok","Alabama"
"73","01085","AL","Lowndes County",0,9485,1,0,4,"ok","Alabama"
"74","01087","AL","Macon County",0,18159,1,0,4,"ok","Alabama"
"75","01089","AL","Madison County",2,423355,4,1,7,"ok","Alabama"
"76","01091","AL","Marengo County",1,18512,1,0,4,"ok","Alabama"
"77","01093","AL","Marion County",1,29323,1,0,4,"ok","Alabama"
"78","01095","AL","Marshall County",1,102156,1,0,4,"ok","Alabama"
"79","01097","AL","Mobile County",5,412339,4,1,6,"ok","Alabama"
"80","01099","AL","Monroe County",1,19057,1,0,4,"ok","Alabama"
"81","01101","AL","Montgomery County",4,225894,2,0,5,"ok","Alabama"
"82","01103","AL","Morgan County",1,126084,2,0,4,"ok","Alabama"
"83","01105","AL","Perry County",0,7719,1,0,4,"ok","Alabama"
"84","01107","AL","Pickens County",0,18508,1,0,4,"ok","Alabama"
"85","01109","AL","Pike County",1,33124,1,0,4,"ok","Alabama"
"86","01111","AL","Randolph County",1,23067,1,0,4,"ok","Alabama"
"87","01113","AL","Russell County",1,58837,1,0,4,"ok","Alabama"
"88","01117","AL","Shelby County",1,235969,2,0,5,"ok","Alabama"
"89","01115","AL","St Clair County",1,96927,1,0,4,"ok","Alabama"
"90","01119","AL","Sumter County",1,11607,1,0,4,"ok","Alabama"
"91","01121","AL","Talladega County",2,81375,1,0,4,"ok","Alabama"
"92","01123","AL","Tallapoosa County",2,40699,1,0,4,"ok","Alabama"
"93","01125","AL","Tuscaloosa County",2,241212,2,0,5,"ok","Alabama"
"94","01127","AL","Walker County",1,65260,1,0,4,"ok","Alabama"
"95","01129","AL","Washington County",1,15018,1,0,4,"ok","Alabama"
"96","01131","AL","Wilcox County",1,9865,1,0,4,"ok","Alabama"
"97","01133","AL","Winston County",1,23869,1,0,4,"ok","Alabama"
"98","05001","AR","Arkansas County",2,16050,1,0,4,"ok","Arkansas"
"99","05003","AR","Ashley County",1,17984,1,0,4,"ok","Arkansas"
"100","05005","AR","Baxter County",2,43007,1,0,4,"ok","Arkansas"
"101","05007","AR","Benton County",3,321566,3,0,6,"ok","Arkansas"
"102","05009","AR","Boone County",1,38636,1,0,4,"ok","Arkansas"
"103","05011","AR","Bradley County",1,9935,1,0,4,"ok","Arkansas"
"104","05013","AR","Calhoun County",0,4690,1,0,4,"ok","Arkansas"
"105","05015","AR","Carroll County",2,28968,1,0,4,"ok","Arkansas"
"106","05017","AR","Chicot County",1,9272,1,0,4,"ok","Arkansas"
"107","05019","AR","Clark County",1,20920,1,0,4,"ok","Arkansas"
"108","05021","AR","Clay County",1,14112,1,0,4,"ok","Arkansas"
"109","05023","AR","Cleburne County",1,25646,1,0,4,"ok","Arkansas"
"110","05025","AR","Cleveland County",0,7367,1,0,4,"ok","Arkansas"
"111","05027","AR","Columbia County",1,22024,1,0,4,"ok","Arkansas"
"112","05029","AR","Conway County",1,21422,1,0,4,"ok","Arkansas"
"113","05031","AR","Craighead County",2,115852,2,0,4,"ok","Arkansas"
"114","05033","AR","Crawford County",1,62258,1,0,4,"ok","Arkansas"
"115","05035","AR","Crittenden County",1,46633,1,0,4,"ok","Arkansas"
"116","05037","AR","Cross County",1,16194,1,0,4,"ok","Arkansas"
"117","05039","AR","Dallas County",1,6076,1,0,4,"ok","Arkansas"
"118","05041","AR","Desha County",2,10321,1,0,4,"ok","Arkansas"
"119","05043","AR","Drew County",1,16935,1,0,4,"ok","Arkansas"
"120","05045","AR","Faulkner County",2,131611,2,0,5,"ok","Arkansas"
"121","05047","AR","Franklin County",1,17586,1,0,4,"ok","Arkansas"
"122","05049","AR","Fulton County",1,12546,1,0,4,"ok","Arkansas"
"123","05051","AR","Garland County",3,99902,1,0,4,"ok","Arkansas"
"124","05053","AR","Grant County",0,18546,1,0,4,"ok","Arkansas"
"125","05055","AR","Greene County",1,46928,1,0,4,"ok","Arkansas"
"126","05057","AR","Hempstead County",1,19105,1,0,4,"ok","Arkansas"
"127","05059","AR","Hot Spring County",1,33313,1,0,4,"ok","Arkansas"
"128","05061","AR","Howard County",1,12387,1,0,4,"ok","Arkansas"
"129","05063","AR","Independence County",1,38345,1,0,4,"ok","Arkansas"
"130","05065","AR","Izard County",0,14291,1,0,4,"ok","Arkansas"
"131","05067","AR","Jackson County",1,16673,1,0,4,"ok","Arkansas"
"132","05069","AR","Jefferson County",1,63672,1,0,4,"ok","Arkansas"
"133","05071","AR","Johnson County",1,26172,1,0,4,"ok","Arkansas"
"134","05073","AR","Lafayette County",0,6015,1,0,4,"ok","Arkansas"
"135","05075","AR","Lawrence County",1,16305,1,0,4,"ok","Arkansas"
"136","05077","AR","Lee County",0,8104,1,0,4,"ok","Arkansas"
"137","05079","AR","Lincoln County",0,12868,1,0,4,"ok","Arkansas"
"138","05081","AR","Little River County",1,11626,1,0,4,"ok","Arkansas"
"139","05083","AR","Logan County",2,21457,1,0,4,"ok","Arkansas"
"140","05085","AR","Lonoke County",0,76389,1,0,4,"ok","Arkansas"
"141","05087","AR","Madison County",0,17865,1,0,4,"ok","Arkansas"
"142","05089","AR","Marion County",0,17593,1,0,4,"ok","Arkansas"
"143","05091","AR","Miller County",0,41958,1,0,4,"ok","Arkansas"
"144","05093","AR","Mississippi County",2,38095,1,0,4,"ok","Arkansas"
"145","05095","AR","Monroe County",0,6415,1,0,4,"ok","Arkansas"
"146","05097","AR","Montgomery County",0,8510,1,0,4,"ok","Arkansas"
"147","05099","AR","Nevada County",0,8004,1,0,4,"ok","Arkansas"
"148","05101","AR","Newton County",0,7026,1,0,4,"ok","Arkansas"
"149","05103","AR","Ouachita County",1,21684,1,0,4,"ok","Arkansas"
"150","05105","AR","Perry County",0,10251,1,0,4,"ok","Arkansas"
"151","05107","AR","Phillips County",1,14661,1,0,4,"ok","Arkansas"
"152","05109","AR","Pike County",0,10027,1,0,4,"ok","Arkansas"
"153","05111","AR","Poinsett County",0,22300,1,0,4,"ok","Arkansas"
"154","05113","AR","Polk County",1,19434,1,0,4,"ok","Arkansas"
"155","05115","AR","Pope County",1,64829,1,0,4,"ok","Arkansas"
"156","05117","AR","Prairie County",0,7935,1,0,4,"ok","Arkansas"
"157","05119","AR","Pulaski County",10,401209,3,1,6,"above","Arkansas"
"158","05121","AR","Randolph County",1,19040,1,0,4,"ok","Arkansas"
"159","05125","AR","Saline County",2,131252,2,0,5,"ok","Arkansas"
"160","05127","AR","Scott County",1,9837,1,0,4,"ok","Arkansas"
"161","05129","AR","Searcy County",0,7836,1,0,4,"ok","Arkansas"
"162","05131","AR","Sebastian County",2,130035,2,0,5,"ok","Arkansas"
"163","05133","AR","Sevier County",1,15735,1,0,4,"ok","Arkansas"
"164","05135","AR","Sharp County",0,18130,1,0,4,"ok","Arkansas"
"165","05123","AR","St Francis County",1,21822,1,0,4,"ok","Arkansas"
"166","05137","AR","Stone County",1,12785,1,0,4,"ok","Arkansas"
"167","05139","AR","Union County",1,37008,1,0,4,"ok","Arkansas"
"168","05141","AR","Van Buren County",1,16152,1,0,4,"ok","Arkansas"
"169","05143","AR","Washington County",4,266184,3,0,5,"ok","Arkansas"
"170","05145","AR","White County",1,79091,1,0,4,"ok","Arkansas"
"171","05147","AR","Woodruff County",0,5808,1,0,4,"ok","Arkansas"
"172","05149","AR","Yell County",2,20134,1,0,4,"ok","Arkansas"
"173","04001","AZ","Apache County",4,64800,1,0,4,"ok","Arizona"
"174","04003","AZ","Cochise County",4,125773,2,0,4,"ok","Arizona"
"175","04005","AZ","Coconino County",3,145161,2,0,5,"ok","Arizona"
"176","04007","AZ","Gila County",3,54073,1,0,4,"ok","Arizona"
"177","04009","AZ","Graham County",1,40242,1,0,4,"ok","Arizona"
"178","04011","AZ","Greenlee County",0,9410,1,0,4,"ok","Arizona"
"179","04012","AZ","La Paz County",2,16992,1,0,4,"ok","Arizona"
"180","04013","AZ","Maricopa County",38,4673096,33,29,36,"above","Arizona"
"181","04015","AZ","Mohave County",5,226479,2,0,5,"ok","Arizona"
"182","04017","AZ","Navajo County",4,109516,1,0,4,"ok","Arizona"
"183","04019","AZ","Pima County",10,1080149,8,5,11,"ok","Arizona"
"184","04021","AZ","Pinal County",5,513862,4,1,7,"ok","Arizona"
"185","04023","AZ","Santa Cruz County",1,50508,1,0,4,"ok","Arizona"
"186","04025","AZ","Yavapai County",3,252013,2,0,5,"ok","Arizona"
"187","04027","AZ","Yuma County",2,220310,2,0,5,"ok","Arizona"
"188","06001","CA","Alameda County",12,1649060,12,9,15,"ok","California"
"189","06003","CA","Alpine County",0,1099,1,0,4,"ok","California"
"190","06005","CA","Amador County",1,42026,1,0,4,"ok","California"
"191","06007","CA","Butte County",3,208334,2,0,5,"ok","California"
"192","06009","CA","Calaveras County",1,46505,1,0,4,"ok","California"
"193","06011","CA","Colusa County",1,22074,1,0,4,"ok","California"
"194","06013","CA","Contra Costa County",7,1172607,9,6,12,"ok","California"
"195","06015","CA","Del Norte County",1,27009,1,0,4,"ok","California"
"196","06017","CA","El Dorado County",2,192823,2,0,5,"ok","California"
"197","06019","CA","Fresno County",8,1024125,8,5,11,"ok","California"
"198","06021","CA","Glenn County",1,28304,1,0,4,"ok","California"
"199","06023","CA","Humboldt County",4,132380,2,0,5,"ok","California"
"200","06025","CA","Imperial County",2,181724,2,0,5,"ok","California"
"201","06027","CA","Inyo County",2,18485,1,0,4,"ok","California"
"202","06029","CA","Kern County",9,922529,7,4,10,"ok","California"
"203","06031","CA","Kings County",1,154913,2,0,5,"ok","California"
"204","06033","CA","Lake County",2,67764,1,0,4,"ok","California"
"205","06035","CA","Lassen County",1,28340,1,0,4,"ok","California"
"206","06037","CA","Los Angeles County",76,9757179,67,63,71,"above","California"
"207","06039","CA","Madera County",1,165432,2,0,5,"ok","California"
"208","06041","CA","Marin County",3,256400,2,0,5,"ok","California"
"209","06043","CA","Mariposa County",1,17048,1,0,4,"ok","California"
"210","06045","CA","Mendocino County",3,89175,1,0,4,"ok","California"
"211","06047","CA","Merced County",2,296774,3,0,6,"ok","California"
"212","06049","CA","Modoc County",2,8491,1,0,4,"ok","California"
"213","06051","CA","Mono County",1,12991,1,0,4,"ok","California"
"214","06053","CA","Monterey County",4,436251,4,1,7,"ok","California"
"215","06055","CA","Napa County",2,132727,2,0,5,"ok","California"
"216","06057","CA","Nevada County",2,102195,1,0,4,"ok","California"
"217","06059","CA","Orange County",27,3170435,22,19,25,"above","California"
"218","06061","CA","Placer County",3,433822,4,1,7,"ok","California"
"219","06063","CA","Plumas County",3,18834,1,0,4,"ok","California"
"220","06065","CA","Riverside County",16,2529933,18,15,21,"ok","California"
"221","06067","CA","Sacramento County",10,1611231,12,9,15,"ok","California"
"222","06069","CA","San Benito County",0,69159,1,0,4,"ok","California"
"223","06071","CA","San Bernardino County",21,2214281,16,13,19,"above","California"
"224","06073","CA","San Diego County",19,3298799,23,20,26,"below","California"
"225","06075","CA","San Francisco County",11,827526,6,3,9,"above","California"
"226","06077","CA","San Joaquin County",7,816108,6,3,9,"ok","California"
"227","06079","CA","San Luis Obispo County",3,281843,3,0,6,"ok","California"
"228","06081","CA","San Mateo County",6,742893,6,3,9,"ok","California"
"229","06083","CA","Santa Barbara County",5,444500,4,1,7,"ok","California"
"230","06085","CA","Santa Clara County",10,1926325,14,11,17,"below","California"
"231","06087","CA","Santa Cruz County",3,262406,3,0,5,"ok","California"
"232","06089","CA","Shasta County",4,181121,2,0,5,"ok","California"
"233","06091","CA","Sierra County",0,3113,1,0,4,"ok","California"
"234","06093","CA","Siskiyou County",2,42498,1,0,4,"ok","California"
"235","06095","CA","Solano County",5,455101,4,1,7,"ok","California"
"236","06097","CA","Sonoma County",6,485375,4,1,7,"ok","California"
"237","06099","CA","Stanislaus County",5,556972,5,2,7,"ok","California"
"238","06101","CA","Sutter County",1,98545,1,0,4,"ok","California"
"239","06103","CA","Tehama County",1,64451,1,0,4,"ok","California"
"240","06105","CA","Trinity County",1,15642,1,0,4,"ok","California"
"241","06107","CA","Tulare County",4,483546,4,1,7,"ok","California"
"242","06109","CA","Tuolumne County",1,53893,1,0,4,"ok","California"
"243","06111","CA","Ventura County",6,835427,6,4,9,"ok","California"
"244","06113","CA","Yolo County",2,225251,2,0,5,"ok","California"
"245","06115","CA","Yuba County",1,87469,1,0,4,"ok","California"
"246","08001","CO","Adams County",5,542973,4,2,7,"ok","Colorado"
"247","08003","CO","Alamosa County",1,16689,1,0,4,"ok","Colorado"
"248","08005","CO","Arapahoe County",3,666918,5,2,8,"ok","Colorado"
"249","08007","CO","Archuleta County",1,14112,1,0,4,"ok","Colorado"
"250","08009","CO","Baca County",1,3367,1,0,4,"ok","Colorado"
"251","08011","CO","Bent County",0,5779,1,0,4,"ok","Colorado"
"252","08013","CO","Boulder County",5,330262,3,0,6,"ok","Colorado"
"253","08014","CO","Broomfield County",1,78323,1,0,4,"ok","Colorado"
"254","08015","CO","Chaffee County",1,20780,1,0,4,"ok","Colorado"
"255","08017","CO","Cheyenne County",1,1712,1,0,4,"ok","Colorado"
"256","08019","CO","Clear Creek County",0,9076,1,0,4,"ok","Colorado"
"257","08021","CO","Conejos County",1,7549,1,0,4,"ok","Colorado"
"258","08023","CO","Costilla County",0,3686,1,0,4,"ok","Colorado"
"259","08025","CO","Crowley County",0,5600,1,0,4,"ok","Colorado"
"260","08027","CO","Custer County",0,5553,1,0,4,"ok","Colorado"
"261","08029","CO","Delta County",1,32215,1,0,4,"ok","Colorado"
"262","08031","CO","Denver County",6,729019,6,3,9,"ok","Colorado"
"263","08033","CO","Dolores County",0,2467,1,0,4,"ok","Colorado"
"264","08035","CO","Douglas County",4,393995,3,1,6,"ok","Colorado"
"265","08037","CO","Eagle County",1,54330,1,0,4,"ok","Colorado"
"266","08041","CO","El Paso County",6,752772,6,3,9,"ok","Colorado"
"267","08039","CO","Elbert County",0,29382,1,0,4,"ok","Colorado"
"268","08043","CO","Fremont County",1,50093,1,0,4,"ok","Colorado"
"269","08045","CO","Garfield County",2,63167,1,0,4,"ok","Colorado"
"270","08047","CO","Gilpin County",0,5963,1,0,4,"ok","Colorado"
"271","08049","CO","Grand County",1,16154,1,0,4,"ok","Colorado"
"272","08051","CO","Gunnison County",1,17310,1,0,4,"ok","Colorado"
"273","08053","CO","Hinsdale County",0,747,1,0,4,"ok","Colorado"
"274","08055","CO","Huerfano County",1,6988,1,0,4,"ok","Colorado"
"275","08057","CO","Jackson County",0,1273,1,0,4,"ok","Colorado"
"276","08059","CO","Jefferson County",4,578533,5,2,8,"ok","Colorado"
"277","08061","CO","Kiowa County",1,1392,1,0,4,"ok","Colorado"
"278","08063","CO","Kit Carson County",1,7080,1,0,4,"ok","Colorado"
"279","08067","CO","La Plata County",2,56823,1,0,4,"ok","Colorado"
"280","08065","CO","Lake County",1,7369,1,0,4,"ok","Colorado"
"281","08069","CO","Larimer County",5,374574,3,0,6,"ok","Colorado"
"282","08071","CO","Las Animas County",1,14518,1,0,4,"ok","Colorado"
"283","08073","CO","Lincoln County",1,5598,1,0,4,"ok","Colorado"
"284","08075","CO","Logan County",1,20755,1,0,4,"ok","Colorado"
"285","08077","CO","Mesa County",4,161260,2,0,5,"ok","Colorado"
"286","08079","CO","Mineral County",0,933,1,0,4,"ok","Colorado"
"287","08081","CO","Moffat County",1,13142,1,0,4,"ok","Colorado"
"288","08083","CO","Montezuma County",1,26841,1,0,4,"ok","Colorado"
"289","08085","CO","Montrose County",1,44806,1,0,4,"ok","Colorado"
"290","08087","CO","Morgan County",2,30300,1,0,4,"ok","Colorado"
"291","08089","CO","Otero County",1,17991,1,0,4,"ok","Colorado"
"292","08091","CO","Ouray County",0,5197,1,0,4,"ok","Colorado"
"293","08093","CO","Park County",0,18316,1,0,4,"ok","Colorado"
"294","08095","CO","Phillips County",2,4488,1,0,4,"ok","Colorado"
"295","08097","CO","Pitkin County",1,16643,1,0,4,"ok","Colorado"
"296","08099","CO","Prowers County",1,11957,1,0,4,"ok","Colorado"
"297","08101","CO","Pueblo County",2,169866,2,0,5,"ok","Colorado"
"298","08103","CO","Rio Blanco County",2,6607,1,0,4,"ok","Colorado"
"299","08105","CO","Rio Grande County",1,11132,1,0,4,"ok","Colorado"
"300","08107","CO","Routt County",1,25243,1,0,4,"ok","Colorado"
"301","08109","CO","Saguache County",0,6670,1,0,4,"ok","Colorado"
"302","08111","CO","San Juan County",0,821,1,0,4,"ok","Colorado"
"303","08113","CO","San Miguel County",0,7819,1,0,4,"ok","Colorado"
"304","08115","CO","Sedgwick County",1,2257,1,0,4,"ok","Colorado"
"305","08117","CO","Summit County",1,30882,1,0,4,"ok","Colorado"
"306","08119","CO","Teller County",1,24862,1,0,4,"ok","Colorado"
"307","08121","CO","Washington County",0,4771,1,0,4,"ok","Colorado"
"308","08123","CO","Weld County",2,369745,3,0,6,"ok","Colorado"
"309","08125","CO","Yuma County",2,10048,1,0,4,"ok","Colorado"
"310","09110","CT","Capitol Planning Region",8,991508,7,5,10,"ok","Connecticut"
"311","09120","CT","Greater Bridgeport Planning Region",2,335666,3,0,6,"ok","Connecticut"
"312","09130","CT","Lower Connecticut River Valley Planning Region",1,177540,2,0,5,"ok","Connecticut"
"313","09140","CT","Naugatuck Valley Planning Region",4,462220,4,1,7,"ok","Connecticut"
"314","09150","CT","Northeastern Connecticut Planning Region",1,97701,1,0,4,"ok","Connecticut"
"315","09160","CT","Northwest Hills Planning Region",2,114101,1,0,4,"ok","Connecticut"
"316","09170","CT","South Central Connecticut Planning Region",4,576718,5,2,8,"ok","Connecticut"
"317","09180","CT","Southeastern Connecticut Planning Region",3,282602,3,0,6,"ok","Connecticut"
"318","09190","CT","Western Connecticut Planning Region",4,637013,5,2,8,"ok","Connecticut"
"319","11001","DC","District of Columbia",8,702250,6,3,8,"ok","District of Columbia"
"320","10001","DE","Kent County",1,192690,2,0,5,"ok","Delaware"
"321","10003","DE","New Castle County",4,588093,5,2,8,"ok","Delaware"
"322","10005","DE","Sussex County",3,271134,3,0,5,"ok","Delaware"
"323","12001","FL","Alachua County",3,291782,3,0,6,"ok","Florida"
"324","12003","FL","Baker County",1,29325,1,0,4,"ok","Florida"
"325","12005","FL","Bay County",2,199718,2,0,5,"ok","Florida"
"326","12007","FL","Bradford County",0,28075,1,0,4,"ok","Florida"
"327","12009","FL","Brevard County",7,658447,5,2,8,"ok","Florida"
"328","12011","FL","Broward County",15,2037472,15,12,18,"ok","Florida"
"329","12013","FL","Calhoun County",1,13278,1,0,4,"ok","Florida"
"330","12015","FL","Charlotte County",3,212122,2,0,5,"ok","Florida"
"331","12017","FL","Citrus County",2,170174,2,0,5,"ok","Florida"
"332","12019","FL","Clay County",2,236760,2,0,5,"ok","Florida"
"333","12021","FL","Collier County",2,416233,4,1,6,"ok","Florida"
"334","12023","FL","Columbia County",2,73977,1,0,4,"ok","Florida"
"335","12027","FL","DeSoto County",1,36744,1,0,4,"ok","Florida"
"336","12029","FL","Dixie County",0,17614,1,0,4,"ok","Florida"
"337","12031","FL","Duval County",8,1055159,8,5,11,"ok","Florida"
"338","12033","FL","Escambia County",3,331275,3,0,6,"ok","Florida"
"339","12035","FL","Flagler County",2,136744,2,0,5,"ok","Florida"
"340","12037","FL","Franklin County",1,12979,1,0,4,"ok","Florida"
"341","12039","FL","Gadsden County",1,44151,1,0,4,"ok","Florida"
"342","12041","FL","Gilchrist County",0,20233,1,0,4,"ok","Florida"
"343","12043","FL","Glades County",0,13132,1,0,4,"ok","Florida"
"344","12045","FL","Gulf County",1,15876,1,0,4,"ok","Florida"
"345","12047","FL","Hamilton County",0,14334,1,0,4,"ok","Florida"
"346","12049","FL","Hardee County",1,26068,1,0,4,"ok","Florida"
"347","12051","FL","Hendry County",1,46130,1,0,4,"ok","Florida"
"348","12053","FL","Hernando County",2,218150,2,0,5,"ok","Florida"
"349","12055","FL","Highlands County",2,109778,1,0,4,"ok","Florida"
"350","12057","FL","Hillsborough County",10,1581426,11,9,14,"ok","Florida"
"351","12059","FL","Holmes County",1,19876,1,0,4,"ok","Florida"
"352","12061","FL","Indian River County",2,172139,2,0,5,"ok","Florida"
"353","12063","FL","Jackson County",1,49980,1,0,4,"ok","Florida"
"354","12065","FL","Jefferson County",0,15921,1,0,4,"ok","Florida"
"355","12067","FL","Lafayette County",0,8640,1,0,4,"ok","Florida"
"356","12069","FL","Lake County",4,444204,4,1,7,"ok","Florida"
"357","12071","FL","Lee County",4,860959,7,4,9,"ok","Florida"
"358","12073","FL","Leon County",2,300488,3,0,6,"ok","Florida"
"359","12075","FL","Levy County",0,47765,1,0,4,"ok","Florida"
"360","12077","FL","Liberty County",0,7955,1,0,4,"ok","Florida"
"361","12079","FL","Madison County",1,18364,1,0,4,"ok","Florida"
"362","12081","FL","Manatee County",3,458352,4,1,7,"ok","Florida"
"363","12083","FL","Marion County",2,428905,4,1,7,"ok","Florida"
"364","12085","FL","Martin County",1,165666,2,0,5,"ok","Florida"
"365","12086","FL","Miami-Dade County",19,2838461,20,17,23,"ok","Florida"
"366","12087","FL","Monroe County",3,80908,1,0,4,"ok","Florida"
"367","12089","FL","Nassau County",1,104376,1,0,4,"ok","Florida"
"368","12091","FL","Okaloosa County",4,220483,2,0,5,"ok","Florida"
"369","12093","FL","Okeechobee County",1,42369,1,0,4,"ok","Florida"
"370","12095","FL","Orange County",6,1533646,11,8,14,"below","Florida"
"371","12097","FL","Osceola County",3,468058,4,1,7,"ok","Florida"
"372","12099","FL","Palm Beach County",13,1582055,11,9,14,"ok","Florida"
"373","12101","FL","Pasco County",7,659114,5,2,8,"ok","Florida"
"374","12103","FL","Pinellas County",12,965870,7,4,10,"above","Florida"
"375","12105","FL","Polk County",5,852878,7,4,9,"ok","Florida"
"376","12107","FL","Putnam County",1,77301,1,0,4,"ok","Florida"
"377","12113","FL","Santa Rosa County",3,207653,2,0,5,"ok","Florida"
"378","12115","FL","Sarasota County",4,476604,4,1,7,"ok","Florida"
"379","12117","FL","Seminole County",2,494605,4,1,7,"ok","Florida"
"380","12109","FL","St Johns County",2,334928,3,0,6,"ok","Florida"
"381","12111","FL","St Lucie County",2,390670,3,0,6,"ok","Florida"
"382","12119","FL","Sumter County",0,154693,2,0,5,"ok","Florida"
"383","12121","FL","Suwannee County",0,47536,1,0,4,"ok","Florida"
